pid	age	sex
945		
945		
945		
945		
945		
945		
945		
946	63	1
946		
946		
946		
946		
946		
946		
946		
946		
946		
946		
946		
946		
946		
946		
947	52	1
947		
947		
947		
947		
947		
947		
947		
947		
947		
947		
947		
947		
947		
948	69	2
948		
948		
948		
948		
948		
948		
948		
948		
948		
948		
948		
948		
948		
949	62	2
949		
949		
949		
949		
949		
949		
949		
949		
949		
949		
949		
949		
949		
949		
951	53	2
951		
951		
951		
951		
951		
951		
951		
951		
951		
951		
952	55	1
952		
952		
952		
952		
952		
952		
952		
952		
952		
952		
952		
954		
955	35	1
955		
955		
955		
955		
955		
955		
955		
955		
955		
955		
955		
955		
955		
955		
958	76	1
958		
958		
958		
958		
958		
958		
958		
958		
958		
958		
958		
958		
958		
958		
958		
958		
959	44	1
959		
959		
959		
959		
959		
959		
959		
959		
959		
959		
960	75	2
960		
960		
960		
960		
960		
960		
960		
960		
960		
960		
960		
960		
960		
960		
962	45	1
962		
962		
962		
962		
962		
962		
962		
962		
962		
962		
962		
962		
962		
962		
962		
962		
962		
963	25	2
963		
963		
963		
963		
963		
963		
963		
963		
963		
964	37	2
964		
964		
964		
964		
964		
964		
964		
964		
964		
964		
964		
964		
965	42	2
965		
965		
965		
965		
965		
965		
965		
965		
965		
966	52	2
966		
966		
966		
966		
966		
966		
966		
966		
966		
966		
966		
966		
966		
966		
966		
967	33	2
967		
967		
967		
967		
967		
967		
967		
967		
967		
968	61	1
968		
968		
968		
968		
968		
968		
968		
968		
968		
969	65	2
969		
969		
969		
969		
969		
969		
969		
969		
969		
969		
969		
969		
970	34	2
970		
970		
970		
970		
970		
970		
970		
970		
971	32	2
971		
971		
971		
971		
971		
971		
971		
971		
971		
971		
971		
972	36	2
972		
972		
972		
972		
972		
972		
974	25	1
974		
974		
974		
974		
974		
974		
974		
974		
974		
974		
974		
974		
975	64	1
975		
975		
975		
975		
975		
975		
975		
975		
975		
975		
975		
975		
976	64	1
976		
976		
976		
976		
976		
976		
976		
976		
976		
976		
976		
976		
976		
977	40	2
977		
977		
977		
977		
977		
977		
977		
977		
977		
977		
978	74	1
978		
978		
978		
978		
978		
978		
978		
978		
978		
978		
978		
978		
978		
978		
978		
978		
978		
979	75	2
979		
979		
979		
979		
979		
979		
979		
979		
979		
979		
979		
979		
979		
979		
979		
979		
979		
980	75	2
980		
980		
980		
980		
980		
980		
980		
980		
980		
980		
981	40	1
981		
981		
981		
981		
981		
981		
981		
981		
981		
982	62	1
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
982		
983	31	2
983		
983		
983		
983		
983		
983		
984	67	1
984		
984		
984		
984		
984		
984		
984		
985	34	2
985		
985		
985		
985		
985		
985		
985		
985		
986	38	1
986		
986		
986		
986		
986		
986		
986		
986		
986		
986		
986		
987	20	2
987		
987		
987		
987		
987		
987		
987		
987		
987		
987		
988	23	1
988		
988		
988		
988		
988		
988		
988		
988		
989	54	2
989		
989		
989		
989		
989		
989		
989		
989		
989		
990	44	1
990		
990		
990		
990		
990		
990		
990		
990		
992	46	1
992		
992		
992		
992		
992		
992		
992		
992		
992		
992		
992		
992		
992		
994	62	2
994		
994		
994		
994		
994		
994		
994		
994		
994		
994		
994		
995	75	1
995		
995		
995		
995		
995		
995		
995		
995		
995		
995		
995		
996	40	1
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
996		
997	71	2
997		
997		
997		
997		
997		
997		
997		
997		
997		
997		
997		
997		
997		
998	38	2
998		
998		
998		
998		
998		
998		
998		
998		
999	56	2
999		
999		
999		
999		
999		
999		
999		
999		
999		
999		
999		
999		
999		
999		
999		
1000	54	2
1000		
1000		
1000		
1000		
1000		
1000		
1000		
1000		
1000		
1000		
1001	57	2
1001		
1001		
1001		
1001		
1001		
1001		
1001		
1001		
1001		
1001		
1001		
1005	36	2
1005		
1005		
1005		
1005		
1005		
1005		
1005		
1006	53	1
1006		
1006		
1006		
1006		
1006		
1006		
1006		
1006		
1006		
1006		
1007	33	2
1007		
1007		
1007		
1007		
1007		
1007		
1007		
1007		
1007		
1007		
1008	60	2
1008		
1008		
1008		
1008		
1008		
1008		
1008		
1008		
1008		
1008		
1008		
1008		
1008		
1009	77	1
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1009		
1011	59	1
1011		
1011		
1011		
1011		
1011		
1011		
1011		
1011		
1011		
1011		
1012	32	2
1012		
1012		
1012		
1012		
1012		
1012		
1012		
1012		
1012		
1012		
1012		
1013	65	2
1013		
1013		
1013		
1013		
1013		
1013		
1013		
1013		
1013		
1013		
1013		
1014	49	1
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1014		
1015	53	2
1015		
1015		
1015		
1015		
1015		
1015		
1015		
1015		
1015		
1015		
1020	59	1
1020		
1020		
1020		
1020		
1020		
1020		
1020		
1020		
1020		
1020		
1020		
1020		
1021	72	1
1021		
1021		
1021		
1021		
1021		
1021		
1021		
1021		
1021		
1021		
1022	30	1
1022		
1022		
1022		
1022		
1022		
1022		
1022		
1022		
1022		
1023	75	1
1023		
1023		
1023		
1023		
1023		
1023		
1023		
1023		
1023		
1023		
1023		
1023		
1023		
1025	58	1
1025		
1025		
1025		
1025		
1025		
1025		
1025		
1025		
1025		
1025		
1025		
1028	37	2
1028		
1028		
1028		
1028		
1028		
1028		
1028		
1028		
1028		
1028		
1028		
1028		
1028		
1029	45	2
1029		
1029		
1029		
1029		
1029		
1029		
1029		
1029		
1029		
1029		
1029		
1030	33	2
1030		
1030		
1030		
1030		
1030		
1030		
1030		
1030		
1032	43	1
1032		
1032		
1032		
1032		
1032		
1032		
1032		
1032		
1032		
1033	47	1
1033		
1033		
1033		
1033		
1033		
1033		
1033		
1033		
1033		
1033		
1033		
1035	57	1
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1035		
1037	55	1
1037		
1037		
1037		
1037		
1037		
1037		
1037		
1037		
1037		
1037		
1037		
1037		
1037		
1038	67	1
1038		
1038		
1038		
1038		
1038		
1038		
1038		
1038		
1038		
1038		
1038		
1038		
1039	40	1
1039		
1039		
1039		
1039		
1039		
1039		
1039		
1039		
1039		
1042	43	2
1042		
1042		
1042		
1042		
1042		
1042		
1042		
1042		
1042		
1042		
1045	24	2
1045		
1045		
1045		
1045		
1045		
1045		
1045		
1045		
1045		
1045		
1046	32	2
1046		
1046		
1046		
1046		
1046		
1046		
1050	44	1
1050		
1050		
1050		
1050		
1050		
1050		
1050		
1050		
1050		
1051	53	2
1051		
1051		
1051		
1051		
1051		
1051		
1051		
1051		
1051		
1052	50	1
1052		
1052		
1052		
1052		
1052		
1052		
1052		
1052		
1053	48	2
1053		
1053		
1053		
1053		
1053		
1053		
1053		
1053		
1053		
1054	58	1
1054		
1054		
1054		
1054		
1054		
1054		
1054		
1054		
1054		
1056	51	2
1056		
1056		
1056		
1056		
1056		
1056		
1056		
1056		
1056		
1057	69	1
1057		
1057		
1057		
1057		
1057		
1057		
1057		
1057		
1057		
1057		
1057		
1060	70	2
1060		
1060		
1060		
1060		
1060		
1060		
1060		
1060		
1060		
1060		
1063	69	1
1063		
1063		
1063		
1063		
1063		
1063		
1063		
1063		
1063		
1064	68	2
1064		
1064		
1064		
1064		
1064		
1064		
1064		
1064		
1064		
1064		
1064		
1064		
1064		
1065	72	1
1065		
1065		
1065		
1065		
1065		
1065		
1065		
1065		
1065		
1065		
1065		
1065		
1065		
1066	44	2
1066		
1066		
1066		
1066		
1066		
1066		
1066		
1066		
1066		
1066		
1066		
1066		
1066		
1066		
1073	35	2
1073		
1073		
1073		
1073		
1073		
1073		
1074	61	2
1074		
1074		
1074		
1074		
1074		
1074		
1074		
1074		
1074		
1074		
1074		
1074		
1076	60	2
1076		
1076		
1076		
1076		
1076		
1076		
1076		
1076		
1076		
1076		
1076		
1076		
1076		
1076		
1077	74	2
1077		
1077		
1077		
1077		
1077		
1077		
1077		
1077		
1077		
1078	44	1
1078		
1078		
1078		
1078		
1078		
1078		
1078		
1079	66	1
1079		
1079		
1079		
1079		
1079		
1079		
1079		
1079		
1079		
1079		
1079		
1079		
1079		
1079		
1081	56	1
1081		
1081		
1081		
1081		
1081		
1081		
1081		
1081		
1081		
1081		
1081		
1081		
1082	61	1
1082		
1082		
1082		
1082		
1082		
1082		
1082		
1082		
1082		
1082		
1082		
1082		
1085	57	1
1085		
1085		
1085		
1085		
1085		
1085		
1085		
1085		
1085		
1085		
1085		
1085		
1085		
1085		
1088	33	2
1088		
1088		
1088		
1088		
1088		
1088		
1088		
1088		
1088		
1091	49	1
1091		
1091		
1091		
1091		
1091		
1091		
1091		
1091		
1091		
1091		
1091		
1097	48	1
1097		
1097		
1097		
1097		
1097		
1097		
1097		
1097		
1097		
1097		
1101	55	2
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1101		
1102	48	1
1102		
1102		
1102		
1102		
1102		
1102		
1102		
1102		
1102		
1102		
1102		
1102		
1102		
1103	65	1
1103		
1103		
1103		
1103		
1103		
1103		
1103		
1103		
1103		
1103		
1103		
1103		
1104	56	1
1104		
1104		
1104		
1104		
1104		
1104		
1104		
1104		
1104		
1104		
1104		
1105	78	1
1105		
1105		
1105		
1105		
1105		
1105		
1105		
1105		
1105		
1105		
1106	42	1
1106		
1106		
1106		
1106		
1106		
1106		
1106		
1106		
1106		
1106		
1107	51	2
1107		
1107		
1107		
1107		
1107		
1107		
1107		
1107		
1107		
1107		
1109	48	2
1109		
1109		
1109		
1109		
1109		
1109		
1109		
1109		
1109		
1109		
1110	39	1
1110		
1110		
1110		
1110		
1110		
1110		
1110		
1110		
1110		
1110		
1110		
1110		
1110		
1111	74	2
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1111		
1112	41	1
1112		
1112		
1112		
1112		
1112		
1112		
1112		
1112		
1112		
1112		
1113	35	1
1113		
1113		
1113		
1113		
1113		
1113		
1113		
1113		
1113		
1113		
1113		
1113		
1113		
1114	33	2
1114		
1114		
1114		
1114		
1114		
1114		
1114		
1114		
1115	58	1
1115		
1115		
1115		
1115		
1115		
1115		
1115		
1115		
1115		
1115		
1116	62	2
1116		
1116		
1116		
1116		
1116		
1116		
1116		
1116		
1116		
1117	68	1
1117		
1117		
1117		
1117		
1117		
1117		
1117		
1117		
1117		
1117		
1117		
1117		
1118	68	2
1118		
1118		
1118		
1118		
1118		
1118		
1118		
1118		
1118		
1118		
1119	41	1
1119		
1119		
1119		
1119		
1119		
1119		
1119		
1119		
1120	56	2
1120		
1120		
1120		
1120		
1120		
1120		
1120		
1120		
1120		
1120		
1120		
1120		
1120		
1121	33	2
1121		
1121		
1121		
1121		
1121		
1121		
1121		
1122	30	1
1122		
1122		
1122		
1122		
1122		
1122		
1122		
1122		
1122		
1122		
1122		
1123	70	2
1123		
1123		
1123		
1123		
1123		
1123		
1123		
1123		
1123		
1123		
1124	42	1
1124		
1124		
1124		
1124		
1124		
1124		
1124		
1125	74	1
1125		
1125		
1125		
1125		
1125		
1125		
1125		
1125		
1125		
1125		
1125		
1125		
1126	33	2
1126		
1126		
1126		
1126		
1126		
1126		
1126		
1126		
1127	61	2
1127		
1127		
1127		
1127		
1127		
1127		
1127		
1127		
1127		
1127		
1129	44	2
1129		
1129		
1129		
1129		
1129		
1129		
1129		
1129		
1129		
1129		
1129		
1129		
1129		
1130	57	1
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1130		
1133	61	2
1133		
1133		
1133		
1133		
1133		
1133		
1133		
1133		
1133		
1133		
1133		
1133		
1133		
1134	63	2
1134		
1134		
1134		
1134		
1134		
1134		
1134		
1134		
1134		
1134		
1134		
1134		
1135	49	2
1135		
1135		
1135		
1135		
1135		
1135		
1135		
1135		
1135		
1135		
1135		
1135		
1136	47	1
1136		
1136		
1136		
1136		
1136		
1136		
1136		
1136		
1136		
1137	45	2
1137		
1137		
1137		
1137		
1137		
1137		
1137		
1137		
1137		
1138	60	2
1138		
1138		
1138		
1138		
1138		
1138		
1138		
1138		
1138		
1139	65	2
1139		
1139		
1139		
1139		
1139		
1139		
1139		
1139		
1139		
1139		
1139		
1139		
1141	61	2
1141		
1141		
1141		
1141		
1141		
1141		
1141		
1141		
1142	43	1
1142		
1142		
1142		
1142		
1142		
1142		
1142		
1142		
1142		
1142		
1142		
1148	51	2
1148		
1148		
1148		
1148		
1148		
1148		
1148		
1148		
1148		
1148		
1149	74	1
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1149		
1150	62	1
1150		
1150		
1150		
1150		
1150		
1150		
1150		
1150		
1150		
1150		
1150		
1151	69	1
1151		
1151		
1151		
1151		
1151		
1151		
1151		
1151		
1151		
1151		
1152	48	2
1152		
1152		
1152		
1152		
1152		
1152		
1152		
1152		
1152		
1153	65	2
1153		
1153		
1153		
1153		
1153		
1153		
1153		
1153		
1153		
1153		
1153		
1153		
1153		
1154	56	2
1154		
1154		
1154		
1154		
1154		
1154		
1154		
1154		
1154		
1154		
1154		
1154		
1154		
1155	58	2
1155		
1155		
1155		
1155		
1155		
1155		
1155		
1155		
1155		
1155		
1155		
1155		
1155		
1166	41	1
1166		
1166		
1166		
1166		
1166		
1166		
1166		
1166		
1166		
1167	55	2
1167		
1167		
1167		
1167		
1167		
1167		
1167		
1167		
1167		
1167		
1167		
1167		
1167		
1168	79	2
1168		
1168		
1168		
1168		
1168		
1168		
1168		
1168		
1168		
1168		
1168		
1168		
1169	55	2
1169		
1169		
1169		
1169		
1169		
1169		
1169		
1169		
1169		
1169		
1169		
1170	64	2
1170		
1170		
1170		
1170		
1170		
1170		
1170		
1170		
1170		
1170		
1171	58	2
1171		
1171		
1171		
1171		
1171		
1171		
1171		
1171		
1171		
1171		
1171		
1171		
1171		
1172	36	2
1172		
1172		
1172		
1172		
1172		
1172		
1172		
1172		
1173	62	2
1173		
1173		
1173		
1173		
1173		
1173		
1173		
1173		
1173		
1173		
1173		
1173		
1174	32	2
1174		
1174		
1174		
1174		
1174		
1174		
1174		
1175	70	2
1175		
1175		
1175		
1175		
1175		
1175		
1175		
1175		
1175		
1175		
1175		
1175		
1175		
1175		
1176	52	2
1176		
1176		
1176		
1176		
1176		
1176		
1176		
1176		
1176		
1180	59	1
1180		
1180		
1180		
1180		
1180		
1180		
1180		
1180		
1180		
1181	74	2
1181		
1181		
1181		
1181		
1181		
1181		
1181		
1181		
1181		
1181		
1186	52	1
1186		
1186		
1186		
1186		
1186		
1186		
1186		
1186		
1186		
1186		
1186		
1187	56	1
1187		
1187		
1187		
1187		
1187		
1187		
1187		
1187		
1187		
1188	62	2
1188		
1188		
1188		
1188		
1188		
1188		
1188		
1188		
1188		
1188		
1188		
1189	62	2
1189		
1189		
1189		
1189		
1189		
1189		
1189		
1189		
1189		
1189		
1189		
1189		
1190	66	2
1190		
1190		
1190		
1190		
1190		
1190		
1190		
1190		
1190		
1190		
1190		
1191	61	2
1191		
1191		
1191		
1191		
1191		
1191		
1191		
1191		
1191		
1191		
1191		
1191		
1192	62	2
1192		
1192		
1192		
1192		
1192		
1192		
1192		
1192		
1192		
1194		
1195	46	2
1195		
1195		
1195		
1195		
1195		
1195		
1195		
1195		
1195		
1195		
1195		
1195		
1201	71	2
1201		
1201		
1201		
1201		
1201		
1201		
1201		
1201		
1201		
1201		
1201		
1201		
1201		
1202	66	2
1202		
1202		
1202		
1202		
1202		
1202		
1202		
1213	36	2
1213		
1213		
1213		
1213		
1213		
1213		
1213		
1213		
1476	33	1
1476		
1476		
1476		
1476		
1476		
1476		
1476		
1533	76	1
1533		
1533		
1533		
1533		
1533		
1655	75	1
1655		
1655		
1655		
1655		
1655		
1655		
1655		
1655		
1655		
1659	23	2
1659		
1659		
1659		
1659		
1659		
1659		
1659		
1659		
1659		
1659		
1669	43	1
1669		
1669		
1669		
1669		
1669		
1669		
1669		
1669		
1669		
1669		
1669		
1669		
1669		
1678	35	2
1678		
1678		
1678		
1678		
1678		
1678		
1678		
1678		
1678		
1678		
1678		
1684	37	2
1684		
1684		
1684		
1684		
1684		
1684		
1741	59	1
1741		
1741		
1741		
1741		
1741		
1741		
1741		
1741		
1741		
1741		
1741		
1741		
1741		
1741		
1744	40	2
1744		
1744		
1744		
1744		
1744		
1744		
1744		
1744		
1744		
1744		
1787	26	2
1787		
1787		
1787		
1787		
1787		
1787		
1787		
1787		
1787		
1787		
1787		
1787		
1787		
1820	67	2
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1820		
1826	62	1
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1826		
1833	61	1
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1833		
1834	66	2
1834		
1834		
1834		
1834		
1834		
1834		
1834		
1834		
1834		
1834		
1834		
1834		
1834		
1837	27	2
1837		
1837		
1837		
1837		
1837		
1837		
1837		
1837		
1837		
1841	77	2
1841		
1841		
1841		
1841		
1841		
1841		
1841		
1841		
1841		
1841		
1841		
1841		
1841		
1841		
1846	41	2
1846		
1846		
1846		
1846		
1846		
1846		
1846		
1846		
1846		
1846		
1846		
1858	38	2
1858		
1858		
1858		
1858		
1858		
1858		
1858		
1858		
1863	36	2
1863		
1863		
1863		
1863		
1863		
1863		
1863		
1863		
1863		
1863		
1870	32	2
1870		
1870		
1870		
1870		
1870		
1870		
1870		
1873	32	2
1873		
1873		
1873		
1873		
1873		
1873		
1873		
1879	48	1
1879		
1879		
1879		
1879		
1879		
1879		
1879		
1879		
1879		
1879		
1879		
1879		
1879		
1879		
1883	64	2
1883		
1883		
1883		
1883		
1883		
1883		
1883		
1883		
1883		
1883		
1884	36	1
1884		
1884		
1884		
1884		
1884		
1884		
1884		
1884		
1884		
1884		
1884		
1885	65	1
1885		
1885		
1885		
1885		
1885		
1885		
1885		
1885		
1885		
1886	38	1
1886		
1886		
1886		
1886		
1886		
1886		
1886		
1886		
1886		
1886		
1887	66	1
1887		
1887		
1887		
1887		
1887		
1887		
1887		
1887		
1887		
1887		
1887		
1887		
1888		
1889	63	1
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1889		
1890	67	1
1890		
1890		
1890		
1890		
1890		
1890		
1890		
1890		
1890		
1890		
1890		
1895	31	2
1895		
1895		
1895		
1895		
1895		
1895		
1899	61	1
1899		
1899		
1899		
1899		
1899		
1899		
1899		
1899		
1899		
1899		
1899		
1899		
1899		
1900	66	1
1900		
1900		
1900		
1900		
1900		
1900		
1900		
1900		
1900		
1900		
1900		
1900		
1901	60	2
1901		
1901		
1901		
1901		
1901		
1901		
1901		
1901		
1903	35	1
1903		
1903		
1903		
1903		
1903		
1903		
1903		
1903		
1903		
1904	71	1
1904		
1904		
1904		
1904		
1904		
1904		
1904		
1904		
1904		
1905	74	1
1905		
1905		
1905		
1905		
1905		
1905		
1905		
1905		
1905		
1905		
1905		
1906	67	2
1906		
1906		
1906		
1906		
1906		
1906		
1906		
1906		
1906		
1906		
1906		
1906		
1907	67	2
1907		
1907		
1907		
1907		
1907		
1907		
1907		
1907		
1907		
1907		
1907		
1907		
1909	41	1
1909		
1909		
1909		
1909		
1909		
1909		
1909		
1909		
1909		
1909		
1910	44	1
1910		
1910		
1910		
1910		
1910		
1910		
1910		
1910		
1910		
1910		
1911	61	1
1911		
1911		
1911		
1911		
1911		
1911		
1911		
1911		
1911		
1911		
1911		
1911		
1911		
1913	58	1
1913		
1913		
1913		
1913		
1913		
1913		
1913		
1913		
1913		
1913		
1913		
1913		
1914	70	1
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1914		
1916	66	1
1916		
1916		
1916		
1916		
1916		
1916		
1916		
1916		
1916		
1916		
1916		
1916		
1916		
1919	82	1
1919		
1919		
1919		
1919		
1919		
1919		
1919		
1919		
1919		
1919		
1919		
1919		
1919		
1920	66	2
1920		
1920		
1920		
1920		
1920		
1920		
1920		
1920		
1920		
1920		
1921	44	2
1921		
1921		
1921		
1921		
1921		
1921		
1921		
1921		
1921		
1921		
1923	78	1
1923		
1923		
1923		
1923		
1923		
1923		
1923		
1923		
1923		
1923		
1923		
1923		
1924	72	1
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1924		
1925	66	1
1925		
1925		
1925		
1925		
1925		
1925		
1925		
1925		
1925		
1925		
1931	36	2
1931		
1931		
1931		
1931		
1931		
1931		
1931		
1931		
1945	71	2
1945		
1945		
1945		
1945		
1945		
1945		
1945		
1945		
1945		
1945		
1945		
1945		
1947	55	1
1947		
1947		
1947		
1947		
1947		
1947		
1947		
1947		
1947		
1947		
1949	67	1
1949		
1949		
1949		
1949		
1949		
1949		
1949		
1949		
1949		
1950	70	1
1950		
1950		
1950		
1950		
1950		
1950		
1950		
1950		
1950		
1950		
1951	54	2
1951		
1951		
1951		
1951		
1951		
1951		
1951		
1951		
1951		
1951		
1951		
1951		
1952	60	1
1952		
1952		
1952		
1952		
1952		
1952		
1952		
1952		
1952		
1954	70	2
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1954		
1955	43	1
1955		
1955		
1955		
1955		
1955		
1955		
1955		
1955		
1955		
1955		
1955		
1955		
1955		
1956	54	1
1956		
1956		
1956		
1956		
1956		
1956		
1956		
1956		
1959	62	1
1959		
1959		
1959		
1959		
1959		
1959		
1959		
1959		
1959		
1959		
1959		
1959		
1961	64	2
1961		
1961		
1961		
1961		
1961		
1961		
1961		
1961		
1961		
1963	70	1
1963		
1963		
1963		
1963		
1963		
1963		
1963		
1963		
1963		
1963		
1970	70	2
1970		
1970		
1970		
1970		
1970		
1970		
1970		
1970		
1970		
1970		
1972	57	1
1972		
1972		
1972		
1972		
1972		
1974	49	1
1974		
1974		
1974		
1974		
1974		
1974		
1974		
1974		
1974		
1975	52	2
1975		
1975		
1975		
1975		
1975		
1975		
1975		
1976	53	2
1976		
1976		
1976		
1976		
1976		
1976		
1976		
1976		
1976		
1976		
1976		
1977	67	2
1977		
1977		
1977		
1977		
1977		
1977		
1977		
1977		
1977		
1977		
1977		
1977		
1977		
1978	52	1
1978		
1978		
1978		
1978		
1978		
1978		
1978		
1978		
1978		
1978		
1978		
1978		
1978		
1979	54	2
1979		
1979		
1979		
1979		
1979		
1979		
1979		
1979		
1979		
1979		
1979		
1980	66	1
1980		
1980		
1980		
1980		
1980		
1980		
1980		
1980		
1981	70	2
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1981		
1982	58	1
1982		
1982		
1982		
1982		
1982		
1982		
1982		
1982		
1982		
1982		
1982		
1983	79	2
1983		
1983		
1983		
1983		
1983		
1983		
1983		
1983		
1983		
1983		
1983		
1984	47	1
1984		
1984		
1984		
1984		
1984		
1984		
1984		
1984		
1984		
1984		
1984		
1984		
1984		
1986		
1987	51	1
1987		
1987		
1987		
1987		
1987		
1991	60	2
1991		
1991		
1991		
1991		
1991		
1991		
1991		
1991		
1991		
1991		
1992	58	2
1992		
1992		
1992		
1992		
1992		
1992		
1992		
1992		
1992		
1992		
1993	72	2
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1993		
1995	62	1
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1995		
1996	38	2
1996		
1996		
1996		
1996		
1996		
1996		
1996		
1997	28	2
1997		
1997		
1997		
1997		
1997		
1997		
1997		
1997		
1997		
1997		
1997		
1998	62	2
1998		
1998		
1998		
1998		
1998		
1998		
1998		
1998		
1999	72	2
1999		
1999		
1999		
1999		
1999		
1999		
1999		
1999		
1999		
1999		
2000	48	1
2000		
2000		
2000		
2000		
2000		
2000		
2000		
2000		
2000		
2000		
2000		
2000		
2001	44	1
2001		
2001		
2001		
2001		
2001		
2001		
2001		
2001		
2001		
2001		
2001		
2001		
2001		
2002	41	2
2002		
2002		
2002		
2002		
2002		
2002		
2002		
2002		
2002		
2006	47	2
2006		
2006		
2006		
2006		
2006		
2006		
2006		
2006		
2006		
2006		
2006		
2007	64	2
2007		
2007		
2007		
2007		
2007		
2007		
2007		
2007		
2007		
2007		
2007		
2008	52	1
2008		
2008		
2008		
2008		
2008		
2008		
2008		
2008		
2009	78	2
2009		
2009		
2009		
2009		
2009		
2009		
2009		
2009		
2009		
2009		
2009		
2009		
2009		
2009		
2013	75	1
2013		
2013		
2013		
2013		
2013		
2013		
2013		
2013		
2013		
2013		
2014		
2018	69	2
2018		
2018		
2018		
2018		
2018		
2018		
2018		
2018		
2018		
2018		
2018		
2018		
2027	51	1
2027		
2027		
2027		
2027		
2027		
2027		
2027		
2027		
2027		
2028	56	1
2028		
2028		
2028		
2028		
2028		
2028		
2028		
2028		
2028		
2029	73	2
2029		
2029		
2029		
2029		
2029		
2029		
2029		
2029		
2029		
